item_id,instrument,construct_reported,text,lang,is_reverse_keyed,source_ref,year,respondents,text_norm,is_empty
it_000068,AI competency self-assessment questionnaire,The digital divide: The role of the educator in bridging the digital divide by emphasizing physical access to AI technologies importance as a cornerstone for developing AI literacy and ensuring that all students have the opportunity to benefit from an AI-enhanced learning experience.,"I use AI tools that are widely available and do not require high-end technology, thus reducing the impact of the digital divide (for example, choosing AI tools that can work across devices).",en,FALSE,https://doi.org/10.3390/su162310389,2024,teachers    ,"i use ai tools that are widely available and do not require high-end technology, thus reducing the impact of the digital divide (for example, choosing ai tools that can work across devices).",FALSE
it_000069,AI competency self-assessment questionnaire,The digital divide: The role of the educator in bridging the digital divide by emphasizing physical access to AI technologies importance as a cornerstone for developing AI literacy and ensuring that all students have the opportunity to benefit from an AI-enhanced learning experience.,"I analyze and select digital resources based on the ability of different students to access them, taking into account both technology available to students, as well as ease of use (for example, prioritizing AI tools that offer multilingual support or are numerous for a user with visual, hearing, or mobility impairments).",en,FALSE,https://doi.org/10.3390/su162310390,2024,teachers    ,"i analyze and select digital resources based on the ability of different students to access them, taking into account both technology available to students, as well as ease of use (for example, prioritizing ai tools that offer multilingual support or are numerous for a user with visual, hearing, or mobility impairments).",FALSE
it_000070,AI competency self-assessment questionnaire,The digital divide: The role of the educator in bridging the digital divide by emphasizing physical access to AI technologies importance as a cornerstone for developing AI literacy and ensuring that all students have the opportunity to benefit from an AI-enhanced learning experience.,"I evaluate my actions in reducing the digital divide in practice by assessing how access to AI technologies affects student motivation and learning outcomes (for example, evaluating the effectiveness of AI tools for distance learning cases).",en,FALSE,https://doi.org/10.3390/su162310391,2024,teachers    ,"i evaluate my actions in reducing the digital divide in practice by assessing how access to ai technologies affects student motivation and learning outcomes (for example, evaluating the effectiveness of ai tools for distance learning cases).",FALSE
it_000071,AI competency self-assessment questionnaire,The digital divide: The role of the educator in bridging the digital divide by emphasizing physical access to AI technologies importance as a cornerstone for developing AI literacy and ensuring that all students have the opportunity to benefit from an AI-enhanced learning experience.,"I propose and support strategies and initiatives aimed at improving access to AI technologies for all students, supporting policies that close the digital divide (e.g., recommending investment in school infrastructure to support AI use of tools and ensure equal access).",en,FALSE,https://doi.org/10.3390/su162310392,2024,teachers    ,"i propose and support strategies and initiatives aimed at improving access to ai technologies for all students, supporting policies that close the digital divide (e.g., recommending investment in school infrastructure to support ai use of tools and ensure equal access).",FALSE
it_000072,AI competency self-assessment questionnaire,The digital divide: The role of the educator in bridging the digital divide by emphasizing physical access to AI technologies importance as a cornerstone for developing AI literacy and ensuring that all students have the opportunity to benefit from an AI-enhanced learning experience.,Do not know about this competency.,en,FALSE,https://doi.org/10.3390/su162310393,2024,teachers    ,do not know about this competency.,FALSE
it_000073,AI competency self-assessment questionnaire,"Cooperation skills: An approach to developing students鈥?cooperation skills, emphasizing the role of AI in effective teamwork and in promoting cooperative interaction both in the classroom and in the wider social and professional sphere in context.","I recognize the importance of collaborative skills in the context of an AI-enriched learning environment, recognizing the importance of teaching for students to effectively interact both with AI technologies and with their peers (for example, understand how group work with AI tools can improve the learning process).",en,FALSE,https://doi.org/10.3390/su162310394,2024,teachers    ,"i recognize the importance of collaborative skills in the context of an ai-enriched learning environment, recognizing the importance of teaching for students to effectively interact both with ai technologies and with their peers (for example, understand how group work with ai tools can improve the learning process).",FALSE
it_000074,AI competency self-assessment questionnaire,"Cooperation skills: An approach to developing students鈥?cooperation skills, emphasizing the role of AI in effective teamwork and in promoting cooperative interaction both in the classroom and in the wider social and professional sphere in context.","I have tried to implement lessons that encourage students to interact with and alone with AI technologies, exploring new ways of cooperative learning (for example, organizing a project where students collaborate with AI tools to research and present a historical event).",en,FALSE,https://doi.org/10.3390/su162310395,2024,teachers    ,"i have tried to implement lessons that encourage students to interact with and alone with ai technologies, exploring new ways of cooperative learning (for example, organizing a project where students collaborate with ai tools to research and present a historical event).",FALSE
it_000075,AI competency self-assessment questionnaire,"Cooperation skills: An approach to developing students鈥?cooperation skills, emphasizing the role of AI in effective teamwork and in promoting cooperative interaction both in the classroom and in the wider social and professional sphere in context.","I use AI tools that promote collaborative skills, such as AI chatbots for group discussions or AI tools for team projects to promote collaboration in the classroom (for example, using an AI tool to promote effective group project work in environmental science).",en,FALSE,https://doi.org/10.3390/su162310396,2024,teachers    ,"i use ai tools that promote collaborative skills, such as ai chatbots for group discussions or ai tools for team projects to promote collaboration in the classroom (for example, using an ai tool to promote effective group project work in environmental science).",FALSE
it_000076,AI competency self-assessment questionnaire,"Cooperation skills: An approach to developing students鈥?cooperation skills, emphasizing the role of AI in effective teamwork and in promoting cooperative interaction both in the classroom and in the wider social and professional sphere in context.","I analyze and select AI tools and activities based on their ability to enhance student team building, communication, and problem-solving skills (for example, choosing an AI coding challenge that requires teamwork and joint decision-making).",en,FALSE,https://doi.org/10.3390/su162310397,2024,teachers    ,"i analyze and select ai tools and activities based on their ability to enhance student team building, communication, and problem-solving skills (for example, choosing an ai coding challenge that requires teamwork and joint decision-making).",FALSE
it_000077,AI competency self-assessment questionnaire,"Cooperation skills: An approach to developing students鈥?cooperation skills, emphasizing the role of AI in effective teamwork and in promoting cooperative interaction both in the classroom and in the wider social and professional sphere in context.","I evaluate the results of collaborative skill development in AI-enriched learning, taking into account both the effectiveness of collaboration and the integration of AI technologies to improve future teaching approaches (e.g., assessing a group project where students and an AI tool work together to create a digital story, focusing on how well students present their ideas and incorporate AI-generated content).",en,FALSE,https://doi.org/10.3390/su162310398,2024,teachers    ,"i evaluate the results of collaborative skill development in ai-enriched learning, taking into account both the effectiveness of collaboration and the integration of ai technologies to improve future teaching approaches (e.g., assessing a group project where students and an ai tool work together to create a digital story, focusing on how well students present their ideas and incorporate ai-generated content).",FALSE
it_000078,AI competency self-assessment questionnaire,"Cooperation skills: An approach to developing students鈥?cooperation skills, emphasizing the role of AI in effective teamwork and in promoting cooperative interaction both in the classroom and in the wider social and professional sphere in context.","I propose and support strategies and best practices for integrating AI tools to develop collaborative skills, sharing insights on improving group dynamics and collaboration skills by integrating AI into the learning process
(e.g., organizing workshops where students use AI data analysis tools together to solve real-life problem examples, thereby improving their ability to work in a team and make data-driven decisions).",en,FALSE,https://doi.org/10.3390/su162310399,2024,teachers    ,"i propose and support strategies and best practices for integrating ai tools to develop collaborative skills, sharing insights on improving group dynamics and collaboration skills by integrating ai into the learning process (e.g., organizing workshops where students use ai data analysis tools together to solve real-life problem examples, thereby improving their ability to work in a team and make data-driven decisions).",FALSE
it_000079,AI competency self-assessment questionnaire,"Cooperation skills: An approach to developing students鈥?cooperation skills, emphasizing the role of AI in effective teamwork and in promoting cooperative interaction both in the classroom and in the wider social and professional sphere in context.",Do not know about this competency.,en,FALSE,https://doi.org/10.3390/su162310400,2024,teachers    ,do not know about this competency.,FALSE
it_000080,AI competency self-assessment questionnaire,"Professional growth: The importance of self-determination, decision-making, and independent learning in the professional for development and evaluation in their practice.","I am aware of my choices in using and integrating AI tools in my practice, recognizing the importance of self-study to improve your AI skills (e.g., to assess your ability to explore new AI tools without external guidance).",en,FALSE,https://doi.org/10.3390/su162310401,2024,teachers    ,"i am aware of my choices in using and integrating ai tools in my practice, recognizing the importance of self-study to improve your ai skills (e.g., to assess your ability to explore new ai tools without external guidance).",FALSE
it_000081,AI competency self-assessment questionnaire,"Professional growth: The importance of self-determination, decision-making, and independent learning in the professional for development and evaluation in their practice.","I have tried to independently solve problems and adapt AI tools to the needs of my classroom, relying on my own assessment and skills rather than strictly adhering to specific uses (e.g., customizing an AI tool yourself to achieve specific learning goals).",en,FALSE,https://doi.org/10.3390/su162310402,2024,teachers    ,"i have tried to independently solve problems and adapt ai tools to the needs of my classroom, relying on my own assessment and skills rather than strictly adhering to specific uses (e.g., customizing an ai tool yourself to achieve specific learning goals).",FALSE
it_000082,AI competency self-assessment questionnaire,"Professional growth: The importance of self-determination, decision-making, and independent learning in the professional for development and evaluation in their practice.","I use self-directed learning strategies to continuously improve my understanding of the use of AI in education, setting personal learning goals and finding resources to achieve them (for example, using online courses and forums to improve your knowledge of AI trends and tools).",en,FALSE,https://doi.org/10.3390/su162310403,2024,teachers    ,"i use self-directed learning strategies to continuously improve my understanding of the use of ai in education, setting personal learning goals and finding resources to achieve them (for example, using online courses and forums to improve your knowledge of ai trends and tools).",FALSE
it_000083,AI competency self-assessment questionnaire,"Professional growth: The importance of self-determination, decision-making, and independent learning in the professional for development and evaluation in their practice.","I analyze and select AI tools based on their comprehensive evaluation for use in education and match my teaching style by choosing the best and most appropriate tools for my students (e.g., independently reviewing and selecting an AI tool that promotes inclusive learning).",en,FALSE,https://doi.org/10.3390/su162310404,2024,teachers    ,"i analyze and select ai tools based on their comprehensive evaluation for use in education and match my teaching style by choosing the best and most appropriate tools for my students (e.g., independently reviewing and selecting an ai tool that promotes inclusive learning).",FALSE
it_000084,AI competency self-assessment questionnaire,"Professional growth: The importance of self-determination, decision-making, and independent learning in the professional for development and evaluation in their practice.","I evaluate my decisions and actions related to the use of AI in the learning process with this in mind: effectiveness and ethical aspects (e.g., evaluation of the impact of AI on student motivation and achievement while also improving your teaching approach).",en,FALSE,https://doi.org/10.3390/su162310405,2024,teachers    ,"i evaluate my decisions and actions related to the use of ai in the learning process with this in mind: effectiveness and ethical aspects (e.g., evaluation of the impact of ai on student motivation and achievement while also improving your teaching approach).",FALSE
it_000085,AI competency self-assessment questionnaire,"Professional growth: The importance of self-determination, decision-making, and independent learning in the professional for development and evaluation in their practice.","I suggest and support strategies for developing autonomy by sharing experiences and encouraging colleagues to explore AI tools and technologies independently (for example, leading a workshop on self-directed AI research in education).",en,FALSE,https://doi.org/10.3390/su162310406,2024,teachers    ,"i suggest and support strategies for developing autonomy by sharing experiences and encouraging colleagues to explore ai tools and technologies independently (for example, leading a workshop on self-directed ai research in education).",FALSE
it_000086,AI competency self-assessment questionnaire,"Professional growth: The importance of self-determination, decision-making, and independent learning in the professional for development and evaluation in their practice.",Do not know about this competency.,en,FALSE,https://doi.org/10.3390/su162310407,2024,teachers    ,do not know about this competency.,FALSE
it_000087,AI competency self-assessment questionnaire,"Making cross-curricular connections: How AI is used in learning, integrating AI so that tasks are related to real ones, and interdisciplinary connection to world problems.","I recognize the importance of applying AI tools in real-world contexts in my subject and understand how AI can be integrated into various subjects (for example, realizing the potential of AI to analyze historical data in social studies).",en,FALSE,https://doi.org/10.3390/su162310408,2024,teachers    ,"i recognize the importance of applying ai tools in real-world contexts in my subject and understand how ai can be integrated into various subjects (for example, realizing the potential of ai to analyze historical data in social studies).",FALSE
it_000088,AI competency self-assessment questionnaire,"Making cross-curricular connections: How AI is used in learning, integrating AI so that tasks are related to real ones, and interdisciplinary connection to world problems.","I have tried to create lesson plans and activities that incorporate AI tools into practical scenarios to demonstrate the multifaceted nature of AI in different areas (for example, developing a project where students use AI to predict weather conditions in geography).",en,FALSE,https://doi.org/10.3390/su162310409,2024,teachers    ,"i have tried to create lesson plans and activities that incorporate ai tools into practical scenarios to demonstrate the multifaceted nature of ai in different areas (for example, developing a project where students use ai to predict weather conditions in geography).",FALSE
it_000089,AI competency self-assessment questionnaire,"Making cross-curricular connections: How AI is used in learning, integrating AI so that tasks are related to real ones, and interdisciplinary connection to world problems.","I use AI tools to bridge cross-subjects, fostering conceptual understanding across subjects to deliver comprehensive knowledge of how AI technologies work and affect various aspects of society (e.g., linking AI-driven data analysis in science to ethical discussions in the social sciences).",en,FALSE,https://doi.org/10.3390/su162310410,2024,teachers    ,"i use ai tools to bridge cross-subjects, fostering conceptual understanding across subjects to deliver comprehensive knowledge of how ai technologies work and affect various aspects of society (e.g., linking ai-driven data analysis in science to ethical discussions in the social sciences).",FALSE
it_000090,AI competency self-assessment questionnaire,"Making cross-curricular connections: How AI is used in learning, integrating AI so that tasks are related to real ones, and interdisciplinary connection to world problems.","I analyze and select resources and AI tools that can be used in different contexts, ensuring that I can adapt your teaching strategies to include relevant real-world examples (e.g., choosing AI tools that can be used in both environmental and economic fields).",en,FALSE,https://doi.org/10.3390/su162310411,2024,teachers    ,"i analyze and select resources and ai tools that can be used in different contexts, ensuring that i can adapt your teaching strategies to include relevant real-world examples (e.g., choosing ai tools that can be used in both environmental and economic fields).",FALSE
it_000091,AI competency self-assessment questionnaire,"Making cross-curricular connections: How AI is used in learning, integrating AI so that tasks are related to real ones, and interdisciplinary connection to world problems.","I evaluate the effectiveness of using AI tools in different learning contexts by assessing how well students can apply information provided by AI to understand complex problems in the surrounding world (e.g., assessing student projects on sustainable development built with the help of AI tools to assess their understanding of both the subject and the principles of MI themselves).",en,FALSE,https://doi.org/10.3390/su162310412,2024,teachers    ,"i evaluate the effectiveness of using ai tools in different learning contexts by assessing how well students can apply information provided by ai to understand complex problems in the surrounding world (e.g., assessing student projects on sustainable development built with the help of ai tools to assess their understanding of both the subject and the principles of mi themselves).",FALSE
it_000092,AI competency self-assessment questionnaire,"Making cross-curricular connections: How AI is used in learning, integrating AI so that tasks are related to real ones, and interdisciplinary connection to world problems.","I propose and support methods of incorporating real-world examples into the learning process by sharing strategies and for examples of how MI can create an intersubject link (for example, organizing a professional development seminar on the use of AI in interdisciplinary project work).",en,FALSE,https://doi.org/10.3390/su162310413,2024,teachers    ,"i propose and support methods of incorporating real-world examples into the learning process by sharing strategies and for examples of how mi can create an intersubject link (for example, organizing a professional development seminar on the use of ai in interdisciplinary project work).",FALSE
it_000093,Pre-service Teachers' AI Literacy Questionnaire,Understanding of AI,Which of the following best describes AI?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100406,2025,pre-service teachers,which of the following best describes ai?,FALSE
it_000094,Pre-service Teachers' AI Literacy Questionnaire,Understanding of AI,"To what extent do you agree with the statement: ""AI can mimic human thought processes""?",en,FALSE,https://doi.org/10.1016/j.caeai.2025.100407,2025,pre-service teachers,"to what extent do you agree with the statement: ""ai can mimic human thought processes""?",FALSE
it_000095,Pre-service Teachers' AI Literacy Questionnaire,Understanding of AI,How comfortable are you with the use of AI in educational decision-making process?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100408,2025,pre-service teachers,how comfortable are you with the use of ai in educational decision-making process?,FALSE
it_000096,Pre-service Teachers' AI Literacy Questionnaire,Understanding of AI,How confident do you feel about your current understanding of AI?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100409,2025,pre-service teachers,how confident do you feel about your current understanding of ai?,FALSE
it_000097,Pre-service Teachers' AI Literacy Questionnaire,Understanding of AI,How confident do you feel about your current understanding of AI?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100410,2025,pre-service teachers,how confident do you feel about your current understanding of ai?,FALSE
it_000098,Pre-service Teachers' AI Literacy Questionnaire,Understanding of AI,Which aspects of AI in education do you feel the least knowledgeable about?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100411,2025,pre-service teachers,which aspects of ai in education do you feel the least knowledgeable about?,FALSE
it_000099,Pre-service Teachers' AI Literacy Questionnaire,Perception Applying AI,How important do you believe AI will be in shaping future educational practices?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100412,2025,pre-service teachers,how important do you believe ai will be in shaping future educational practices?,FALSE
it_000100,Pre-service Teachers' AI Literacy Questionnaire,Perception Applying AI,How beneficial do you think AI-driven educational tools could be in enhancing student learning experiences?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100413,2025,pre-service teachers,how beneficial do you think ai-driven educational tools could be in enhancing student learning experiences?,FALSE
it_000101,Pre-service Teachers' AI Literacy Questionnaire,Perception Applying AI,How impact do you believe AI techniques would be in processing and analyzing educational data for research?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100414,2025,pre-service teachers,how impact do you believe ai techniques would be in processing and analyzing educational data for research?,FALSE
it_000102,Pre-service Teachers' AI Literacy Questionnaire,Perception Applying AI,How applicable do you believe the benefits of AI integration in education are?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100415,2025,pre-service teachers,how applicable do you believe the benefits of ai integration in education are?,FALSE
it_000103,Pre-service Teachers' AI Literacy Questionnaire,Perception Applying AI,How relevant do you think AI techniques are to your future teaching responsibilities?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100416,2025,pre-service teachers,how relevant do you think ai techniques are to your future teaching responsibilities?,FALSE
it_000104,Pre-service Teachers' AI Literacy Questionnaire,Perception Applying AI,How relevant do you find AI techniques to your prospective research areas?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100417,2025,pre-service teachers,how relevant do you find ai techniques to your prospective research areas?,FALSE
it_000105,Pre-service Teachers' AI Literacy Questionnaire,Perception Applying AI,How crucial do you think it is to understand the underlying mechanisms of AI tools when using them in an educational setting?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100418,2025,pre-service teachers,how crucial do you think it is to understand the underlying mechanisms of ai tools when using them in an educational setting?,FALSE
it_000106,Pre-service Teachers' AI Literacy Questionnaire,Perception Applying AI,Would a visual representation of how AI algorithms work enhance your understanding of the tool?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100419,2025,pre-service teachers,would a visual representation of how ai algorithms work enhance your understanding of the tool?,FALSE
it_000107,Pre-service Teachers' AI Literacy Questionnaire,Perception Applying AI,How crucial do you believe AI literacy is for educators in the next decade?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100420,2025,pre-service teachers,how crucial do you believe ai literacy is for educators in the next decade?,FALSE
it_000108,Pre-service Teachers' AI Literacy Questionnaire,Perception Applying AI,"Based on your current understanding, how challenging do you perceive the integration of AI tools into educational and research practices to be?",en,FALSE,https://doi.org/10.1016/j.caeai.2025.100421,2025,pre-service teachers,"based on your current understanding, how challenging do you perceive the integration of ai tools into educational and research practices to be?",FALSE
it_000109,Pre-service Teachers' AI Literacy Questionnaire,Perception Applying AI,How confident are you in your ability to leverage AI techniques for educational purposes without additional training?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100422,2025,pre-service teachers,how confident are you in your ability to leverage ai techniques for educational purposes without additional training?,FALSE
it_000110,Pre-service Teachers' AI Literacy Questionnaire,Perception Applying AI,To what extent do you agree that there is an expectation in the academic community for future educators to be proficient in AI techniques?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100423,2025,pre-service teachers,to what extent do you agree that there is an expectation in the academic community for future educators to be proficient in ai techniques?,FALSE
it_000111,Pre-service Teachers' AI Literacy Questionnaire,Perception Applying AI,How often do you come across discussions that emphasize the importance of AI literacy in education?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100424,2025,pre-service teachers,how often do you come across discussions that emphasize the importance of ai literacy in education?,FALSE
it_000112,Pre-service Teachers' AI Literacy Questionnaire,AI Ethics,Are you familiar with the ethical considerations that can arise from AI tools in an educational setting?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100425,2025,pre-service teachers,are you familiar with the ethical considerations that can arise from ai tools in an educational setting?,FALSE
it_000113,Pre-service Teachers' AI Literacy Questionnaire,AI Ethics,How likely would you use an AI tool in your teaching if it provided clear interpretations of its outcomes?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100426,2025,pre-service teachers,how likely would you use an ai tool in your teaching if it provided clear interpretations of its outcomes?,FALSE
it_000114,Pre-service Teachers' AI Literacy Questionnaire,AI Ethics,How important is it for you to trust the results or recommendations of an AI tool in an educational setting?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100427,2025,pre-service teachers,how important is it for you to trust the results or recommendations of an ai tool in an educational setting?,FALSE
it_000115,Pre-service Teachers' AI Literacy Questionnaire,AI Ethics,Are you familiar with the potential biases that can arise from AI tools in an educational setting?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100428,2025,pre-service teachers,are you familiar with the potential biases that can arise from ai tools in an educational setting?,FALSE
it_000116,Pre-service Teachers' AI Literacy Questionnaire,AI Ethics,Would a platform that evaluates and discloses the fairness levels of AI tools influence your likelihood of using them?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100429,2025,pre-service teachers,would a platform that evaluates and discloses the fairness levels of ai tools influence your likelihood of using them?,FALSE
it_000117,Pre-service Teachers' AI Literacy Questionnaire,AI Ethics,How important do you believe it is for educators to be aware of potential AI biases when interpreting results of recommendations?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100430,2025,pre-service teachers,how important do you believe it is for educators to be aware of potential ai biases when interpreting results of recommendations?,FALSE
it_000118,Pre-service Teachers' AI Literacy Questionnaire,Methods to Enhance Teachers' AI Literacy,Which aspects of AI in education do you feel the least knowledgeable about?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100431,2025,pre-service teachers,which aspects of ai in education do you feel the least knowledgeable about?,FALSE
it_000119,Pre-service Teachers' AI Literacy Questionnaire,Methods to Enhance Teachers' AI Literacy,What type of training or resources do you believe would best enhance your understanding of using AI in teaching?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100432,2025,pre-service teachers,what type of training or resources do you believe would best enhance your understanding of using ai in teaching?,FALSE
it_000120,Pre-service Teachers' AI Literacy Questionnaire,Methods to Enhance Teachers' AI Literacy,How important do you feel it is to include comprehensive AI training in teacher education?,en,FALSE,https://doi.org/10.1016/j.caeai.2025.100433,2025,pre-service teachers,how important do you feel it is to include comprehensive ai training in teacher education?,FALSE
it_000121,Pre-service Teachers' AI Literacy Questionnaire,Methods to Enhance Teachers' AI Literacy,"Would you prefer hands-on, practical training or lecture based, theoretical training when it comes to AI in education?",en,FALSE,https://doi.org/10.1016/j.caeai.2025.100434,2025,pre-service teachers,"would you prefer hands-on, practical training or lecture based, theoretical training when it comes to ai in education?",FALSE
it_000122,Pre-service Teachers' AI Literacy Questionnaire,Methods to Enhance Teachers' AI Literacy,Which of the following AI concepts do you believe are essential to your future work? (Check all that apply.),en,FALSE,https://doi.org/10.1016/j.caeai.2025.100435,2025,pre-service teachers,which of the following ai concepts do you believe are essential to your future work? (check all that apply.),FALSE
it_000123,Pre-service Teachers' AI Literacy Questionnaire,Methods to Enhance Teachers' AI Literacy,"If there is a chance that can provide you with knowledge about AI techniques, which of the following do you prefer? (Check all that apply.)",en,FALSE,https://doi.org/10.1016/j.caeai.2025.100436,2025,pre-service teachers,"if there is a chance that can provide you with knowledge about ai techniques, which of the following do you prefer? (check all that apply.)",FALSE
it_000124,生成式人工智能素养量表,对GenAI的理解,"我熟悉生成式AI工具使用中的常见术语（例如提示词Prompt、生成内容Content
generation）",zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,"我熟悉生成式AI工具使用中的常见术语（例如提示词Prompt、生成内容Content
generation）",
it_000125,生成式人工智能素养量表,对GenAI的理解,我了解生成式AI工具适用的领域和场景,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我了解生成式AI工具适用的领域和场景,
it_000126,生成式人工智能素养量表,对GenAI的理解,我知道与生成式AI工具相关的技术（例如自然语言处理Natural Language Processing）,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我知道与生成式AI工具相关的技术（例如自然语言处理Natural Language Processing）,
it_000127,生成式人工智能素养量表,对GenAI的理解,我了解生成式AI工具生成输出内容（例如文本或图像）的原理,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我了解生成式AI工具生成输出内容（例如文本或图像）的原理,
it_000128,生成式人工智能素养量表,对GenAI的理解,我了解生成式AI工具目前存在的常见技术问题（例如幻觉Hallucination）,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我了解生成式AI工具目前存在的常见技术问题（例如幻觉Hallucination）,
it_000129,生成式人工智能素养量表,对GenAI的理解,我了解生成式AI工具的发展趋势,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我了解生成式AI工具的发展趋势,
it_000130,生成式人工智能素养量表,对GenAI的应用,我能根据任务类型选择适合的生成式AI工具,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我能根据任务类型选择适合的生成式AI工具,
it_000131,生成式人工智能素养量表,对GenAI的应用,使用生成式AI工具时，我能够运用精准的提示词表达需求,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,使用生成式AI工具时，我能够运用精准的提示词表达需求,
it_000132,生成式人工智能素养量表,对GenAI的应用,我可以根据生成式AI工具的回答有效地调整提示词,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我可以根据生成式AI工具的回答有效地调整提示词,
it_000133,生成式人工智能素养量表,对GenAI的应用,我能够基于具体的需求优化生成式AI工具输出的内容,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我能够基于具体的需求优化生成式AI工具输出的内容,
it_000134,生成式人工智能素养量表,对GenAI的应用,当生成式AI工具更新时，我能快速掌握新功能的使用方法,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,当生成式AI工具更新时，我能快速掌握新功能的使用方法,
it_000135,生成式人工智能素养量表,对GenAI的应用,我能根据生成式AI工具的技术更新调整使用策略,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我能根据生成式AI工具的技术更新调整使用策略,
it_000136,生成式人工智能素养量表,对GenAI的应用,我能对现有生成式AI工具进行个性化设置，以满足特定需求,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我能对现有生成式AI工具进行个性化设置，以满足特定需求,
it_000137,生成式人工智能素养量表,对GenAI的应用,我能高效使用生成式AI工具完成任务,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我能高效使用生成式AI工具完成任务,
it_000138,生成式人工智能素养量表,对GenAI的应用,我能够熟练地使用合适的生成式AI工具来提升学习（工作）效率,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我能够熟练地使用合适的生成式AI工具来提升学习（工作）效率,
it_000139,生成式人工智能素养量表,对GenAI的应用,我能够整合生成式AI工具输出的内容与其他来源的信息以提高内容的完整性,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我能够整合生成式AI工具输出的内容与其他来源的信息以提高内容的完整性,
it_000140,生成式人工智能素养量表,对GenAI的应用,我知道生成式AI工具的回答可能有局限和偏见,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我知道生成式AI工具的回答可能有局限和偏见,
it_000141,生成式人工智能素养量表,对GenAI的应用,我不会完全依赖生成式AI工具，而是会核实信息以确保其准确性,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我不会完全依赖生成式AI工具，而是会核实信息以确保其准确性,
it_000142,生成式人工智能素养量表,对GenAI的应用,我可以在不使用生成式AI工具验证自己结果的前提下，独立完成任务,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我可以在不使用生成式AI工具验证自己结果的前提下，独立完成任务,
it_000143,生成式人工智能素养量表,对GenAI的应用,我知道如何判断生成式AI工具输出内容的准确性,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我知道如何判断生成式AI工具输出内容的准确性,
it_000144,生成式人工智能素养量表,对GenAI的应用,我可以判断生成式AI工具输出的内容是否与我的需求相关,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我可以判断生成式AI工具输出的内容是否与我的需求相关,
it_000145,生成式人工智能素养量表,对GenAI的应用,我能够比较不同生成式AI工具或不同工具版本输出内容的有效性,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我能够比较不同生成式AI工具或不同工具版本输出内容的有效性,
it_000146,生成式人工智能素养量表,对GenAI的应用,我能够使用生成式AI工具得到新颖的点子或解决方案,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我能够使用生成式AI工具得到新颖的点子或解决方案,
it_000147,生成式人工智能素养量表,对GenAI的应用,我能够借助生成式AI工具有创意地解决问题,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,我能够借助生成式AI工具有创意地解决问题,
it_000148,生成式人工智能素养量表,对GenAI的应用,使用生成式AI工具时，我能够根据此前生成式AI工具输出的内容产生新的想法,zh,FALSE,多伦多大学心理测量与人工智能课题组,2025,general,使用生成式AI工具时，我能够根据此前生成式AI工具输出的内容产生新的想法,
